review_text,rating,date,language_style,has_slang,slang_count,domain
umm so the food was okay i guess.. not too mitho not too bad.. thik cha lah,3,2023-04-11,code_mixed,1,2,hotel_restaurant
jakaas trip thyo yar. driver was on time and helpful. clean cab. sahi ho 🔥,5,2024-04-29,code_mixed,1,2,transportation
nice taste 🔥 coming back,5,2025-01-03,english,0,0,food
food spicy and spicy again. jhyau for me but friend like it,3,2023-03-30,code_mixed,1,1,food
service goodd but guy rudee rudee. mix feel,3,2024-09-09,english,0,0,services
saman ayo jaldi. packaging thik thyo. product pani ramro. dami cha 👍,5,2024-01-05,code_mixed,1,2,product
this is very bad app crash crash again again,1,2025-02-14,english,0,0,services
nice nice.. earphone sound is dami.. base is strong.. happy with it,5,2024-08-02,code_mixed,1,1,product
ramro cha hotel.. clean room clean bathroom.. breakfast was also mitho.. dami stay overall dami,5,2023-03-16,code_mixed,1,2,hotel_restaurant
bus ma AC thiyena ani june ko heat ma 5 ghanta. mero life worst day. sweating like anything. baal baal,1,2023-06-15,code_mixed,1,2,transportation
the bus smelled so bad.. sala smell and then seats were torn and then ac was off and then i sat 5 hours like this.. 5 HOURS yaar.. lastai jhyau thyo.. paisa waste total paisa waste.. khattam service this company,1,2023-07-08,code_mixed,1,4,transportation
service ekdamai baal thyo. waited waited waited. nobody came,1,2022-05-27,romanized_nepali,1,1,hotel_restaurant
food was hot and fresh. came fast too. no complaints. will order again 😊,5,2023-08-14,english,0,0,food
super fast delivery. product was exactly as shown. quality was good for price. happy with purchase. paisa vasool. will recommend.,5,2025-01-25,code_mixed,1,1,product
umm food was ok lol nothing great idk,3,2023-09-16,english,0,0,food
wallet dami and look ramro dherai ramro,5,2025-11-11,code_mixed,1,2,product
Redmi earbuds sound quality good cha tara charging case ali cheap feel huncha,4,2025-02-22,code_mixed,0,0,product
"babbal hotel thyo, rom pani clean, view pani sundar, definitely recommend",5,2023-10-28,romanized_nepali,1,1,hotel_restaurant
Tacos were good but they forgot extra dip we asked,4,2025-01-18,english,0,0,food
staff rude rude but food ramro dherai ramro so mind mix mix,3,2025-09-09,code_mixed,1,1,food
"paisa waste, time waste, this is very bad. staff rude and rude again",1,2023-12-01,english,1,1,services
item cheappp but break break. paisa waste bro,1,2024-01-01,code_mixed,1,1,product
baal Qerdice. bwal,1,2022-04-03,romanized_nepali,1,1,services
my friend told me this place is good but when i went food thyo cold and service thyo slow and waiter le mistake garyo in order and then charged wrong price and then manager le maafi pani magena. and then i left feeling cheated bro. paisa waste time waste lastai bijog thyo,1,2024-08-29,code_mixed,1,4,hotel_restaurant
food photo on menu was big but actual portion was tiny tiny. deceptive bro. taste was ok but feel cheated somehow. not coming back,2,2023-05-07,english,0,0,food
"yo company ko support call garey, hold ma rakhyo 30 min and then line katyo. WHAT. called again hold again. lastai baal cha yo service. paisa waste every month paying for this",1,2023-01-14,code_mixed,1,3,services
"chalcha tyo product, khasai problem chhaina",3,2022-07-31,romanized_nepali,1,1,product
ekdamai ramro 😊 staff friendly thyo ani food mitho thyo,5,2023-09-20,romanized_nepali,1,1,food
Came here twice already the vibe is good but they keep forgeting items in the order lol very very annoying,3,2024-05-10,english,0,0,hotel_restaurant
"khqna 4kEamai mitho thiyo, tsrw serve garMa lastai dherai time lagyo yrr",4,2024-06-20,romanized_nepali,1,2,food
"khana ekdamai mitho thiyo, tarw serve garna lastai dherai time lagyo yrr",3,2022-07-04,romanized_nepali,1,2,food
khattam hotel.. booked deluxe room but got normal room.. and when i asked they said sorry only.. SORRY ONLY.. and room was also smelly yaar.. sala paisa waste total paisa waste.. lastai jhyau thyo stay,1,2024-05-23,code_mixed,1,4,hotel_restaurant
went to this hospital for routine check. doctor was very good and explained clearly. staff were kind. waiting room was clean. medicine was given with proper info. overall very good experience. ramro cha. not too expensive also. recommended.,5,2024-08-26,code_mixed,1,1,services
product thik cha. use garirako chu 2 month. still working. thik cha quality for the price,4,2023-03-07,romanized_nepali,0,0,product
so i went to repair shoop for my watch and they said 3 day to fix.. after 3 day i went and they said 3 more day.. and then again 3 more day.. 9 DAY yaar for a watch.. and when i got it back it stopped again next week.. sala bijog.. paisa waste time waste.. lastai jhyau thyo,1,2023-09-19,code_mixed,1,4,services
product use gareko 3 din ma nai bhangiyo. quality lastai kharab cha. paisa waste. return policy pani chhaina. bijog cha company ko,1,2024-08-31,code_mixed,1,3,product
dami product cha.. quality is good and price is also okay.. ramro ramro cha overall,5,2024-03-05,code_mixed,1,2,product
so i ordered pizza right and then it came after 1.5 hour and it was COLD and then the cheese was all stiff and hard. and then i called them and they said sorry only. sorry?? sorry won't fix my cold pizza bro. lastai jhyau. paisa waste. this is very bad resturant. i don't like this trash food at all. never ordering again yar,1,2023-08-31,code_mixed,1,3,food
dami cha yar ekdum,5,2024-03-07,romanized_nepali,1,1,food
so we planned our trip and then booked this hotel and then when we reached the location did not match google maps at all. and then called hotel and then they said oh its on the other street bhanyo. bro why is your address wrong?? finally found it but it was 45 min wasted. room was ok but that start was just too much. sala,2,2023-10-05,code_mixed,1,1,hotel_restaurant
driver kind kind help bag help bag good man good man,5,2022-06-21,english,0,0,transportation
dirtyy room,2,2025-06-01,english,0,0,hotel_restaurant
idk lah.. food was okay but service was slow.. waited too long.. thik cha i guess,3,2023-09-25,code_mixed,1,1,hotel_restaurant
waste of money lastai,1,2023-03-15,romanized_nepali,1,1,food
"9rocuct is ok for the priFe, not g0od but not bad ek6her, Ghik cha",3,2022-11-03,english,0,0,product
ride smooth smooth no horn no shout good good,5,2024-10-30,english,0,0,transportation
ordered pizza but it came cold and late. paisa waste time waste. i dont recommend this place to anyone bro.,1,2024-01-15,code_mixed,1,2,food
umm the food was ok i guess. nothing special. thik cha but overpriced for what it is.,3,2023-02-14,code_mixed,1,1,food
bus always late. always always late. driver rude thyo ani seat comfortable thiyena. jhyau lagyo travel garda,2,2023-04-19,code_mixed,1,2,transportation
khatrai service yaar they cleaned the whole house and everything was spotless.. paisa vasool.. will book again,5,2024-12-01,code_mixed,1,2,services
thik cha thik cha.. not the best not the worst.. chalcha for price,3,2024-07-04,code_mixed,1,2,services
momo ekdum mitho cha yar. jhol momo was the best. spicy just right. price pani reasonable. will come back for sure 🔥,5,2023-04-20,romanized_nepali,1,1,food
"very very slow internet from this company, called support 3 times still no fix",1,2024-08-14,english,0,0,services
been using this product for 3 weeks now. results are good. skin feels better. no reaction. price is reasonable. packaging is good. will buy again when it finishes. dami cha.,4,2022-05-14,code_mixed,1,1,product
mero saman lost garyo yo courier le. and then when i asked they said check garcha bhanyo. 1 week bhayo still no answer. jhur service. this is very bad company,1,2024-06-30,code_mixed,1,2,services
hotel clean and clean again. ramro dherai ramro stay 😊,5,2022-04-14,code_mixed,1,2,hotel_restaurant
ramro hotel cha. room clean thyo. check in process smooth thyo. overall ramro experience,4,2023-10-10,romanized_nepali,1,1,hotel_restaurant
product goodd but ship sloww sloww lol. not worth,2,2022-05-05,english,0,0,product
"totally recommend thi hotel, everything was perfect, staff so helpful, room so clean and big",5,2024-03-04,english,0,0,hotel_restaurant
"very slow very slow delivery, called 3 times no answer, lastai kharab service",1,2024-03-19,code_mixed,1,1,services
paisa waste time waste. never again,1,2023-02-10,code_mixed,1,1,transportation
honestly the place was so noisy. music too loud. could not even talk properly. food was ok but environment was bad. not for me,2,2023-11-07,english,0,0,food
"ramailo thyo birthday party ma aako thiyeu, staff le ramro help garyo, khana pani babbal thyo",5,2024-12-08,romanized_nepali,1,2,hotel_restaurant
ramro safi room thyo,4,2024-06-17,romanized_nepali,1,1,hotel_restaurant
ride start fine but then rain come and road flood flood driver still go slow slow safe safe i feel tense but reach home dry dry so thik cha ride thik cha,4,2022-06-06,code_mixed,1,1,transportation
thik cha app. easy to use. but crash huncha sometimes. overall chalcha,3,2023-05-14,romanized_nepali,1,2,services
ekdamai ramro thyo stay. room spacious thyo. bed comfortable thyo. value for money thyo,5,2023-06-25,romanized_nepali,1,1,hotel_restaurant
SALA THIS RESTURANT NE MERO ORDER GALAT DIYOOOO.. i ordered veg and they gave chicken.. and when i told them they said sorry and then brought same wrong dish again.. TWICE WRONG.. lastai bijog cha yo place yaar.. paisa waste time waste.. and the manager just smiled like pagal.. khattam service overall,1,2024-08-03,code_mixed,1,5,hotel_restaurant
jhyau lagyo yo delivery service le.. i ordered at 12 and it came at 4.. FOUR PM yaar.. and then the food was cold.. sala bijog cha yo,1,2023-06-18,code_mixed,1,3,services
very very bad service yar. slow slow and rude staff pani. not coming back here ever again,1,2023-06-19,romanized_nepali,1,1,hotel_restaurant
quick service and good food. paisa vasool cha. recommended to all my friends.,5,2024-08-07,code_mixed,1,1,food
"paisa waste, time waste",1,2023-08-21,code_mixed,1,2,transportation
YO PRODUCT LASTAI KHATTAM CHA.. broke in ONE use.. ONE USE YAAR.. how?? sala paisa waste paisa waste.. returning this trash,1,2024-06-28,code_mixed,1,3,product
Guest house ko staff friendly thyo tara room ali sano lagyo,4,2025-02-07,romanized_nepali,0,0,hotel_restaurant
food smell nice and then bite wow mitho mitho but plate dirty dirty 🤮 i say clean this bro he say ok so ok,3,2022-04-04,code_mixed,1,1,food
so we took this travel package yaar and they promised hotel with ac but we got fan room.. FAN ROOM in june yaar.. and guide was late every day and then one day he did not come at all.. MISSING GUIDE.. and when we complained company said refund not possible.. SALA PAISA WASTE LASTAI PAISA WASTE.. khattam company khattam service.. never book again never 💔,1,2024-06-05,code_mixed,1,5,services
this is very bad very bad screen crack crack first day only i sad sad,1,2023-05-05,english,0,0,product
driver le gali garyo passenger laai. THIS IS NOT OK. sala report garne ho.,1,2023-01-25,code_mixed,1,1,transportation
paisa waste ho yar ekdum. product 2 week ma nai kharab thyo,1,2024-04-16,romanized_nepali,1,1,product
i buy this item last week and then open and then crack crack sound and it stop work stop work i tap tap still no use build cheappp very cheappp feel and box dirtyy dirtyy and manual miss miss idk why they sell this bad bad thing paisa waste paisa waste i angry angry right now overall lastai jhyau thyo,1,2022-05-05,english,0,0,product
eSewa app interface easy and smooth to use honstly,5,2025-02-16,english,0,0,product
food here is so good. I have been coming for 1 year now. every time the quality is same. and staff are always friendly. never felt ignored here. price also has not gone up too much. lastai ramro place bro. will keep coming. ramro dherai ramro.,5,2022-12-04,code_mixed,1,3,food
dami thyo,5,2022-09-09,romanized_nepali,1,1,food
bad tastee 🤮,1,2025-09-09,english,0,0,food
item expensivee but bad bad. not worth buy,1,2023-02-02,english,0,0,product
bus sloww and latee and latee. very bad trip 😡,1,2024-09-19,english,0,0,transportation
yo service nai guff ho. call garyo kei pani huyena. paisa waste time waste yar. khattam,1,2024-07-19,romanized_nepali,1,2,services
i buy this and then break and then stop work. cheappp build very bad,1,2022-01-30,english,0,0,product
bus driver was rude.. he was so rude and then he told me to sit in wrong seat and then i showed my ticket and then he just ignored me.. sala baal attitude.. jhur service totally jhur,1,2024-02-14,code_mixed,1,3,transportation
idk why people rate this so high. food average cha. service average. nothing special at all,2,2024-03-17,code_mixed,0,0,food
nice place. nice food. nice staff. no complaints. jakaas. 🔥,5,2023-01-30,code_mixed,1,1,food
i love this place yaar.. came here 3 times now and every time the food was mitho and the vibe was ramro.. paisa vasool always paisa vasool 🔥,5,2024-10-15,code_mixed,1,3,hotel_restaurant
sahi ho yar ekdamai sahi,5,2023-06-08,romanized_nepali,1,1,services
food took forever to come. and when it came it was cold. not good not good at all.,1,2024-04-03,english,0,0,food
service lastai slow and then slow again. jhyau but ok,3,2024-03-03,code_mixed,1,2,services
came here for breakfast. ordered coffee and sandwich. coffee was perfect. hot and strong. sandwich was fresh. not too oily not too bland. just right bro. place has good morning vibes. quiet and clean. price was ok. will come for breakfast regularly. dami cha. lastai ramro.,5,2023-10-13,code_mixed,1,2,food
idk why people say this place is ramro..   food was not mitho and price was expensve and service was slow.. sala paisa waste total,1,2023-01-15,code_mixed,1,3,hotel_restaurant
yo charger broke in 3 days yaar.. 3 DAYS.. sala khattam product.. paisa waste,1,2024-10-24,code_mixed,1,2,product
waste of money,1,2022-05-15,english,0,0,product
cheappp feel,3,2023-01-01,english,0,0,product
ok story time so i go shop for bag and then see one red bag shiny shiny i think wow wow then i ask price he say high high i say no bro too much but he grin grin and cut price cut price so i buy and use and use now all friend say dami dami bag strong strong zip smooth smooth so yes paisa vasool paisa vasool i like this bag i like this bag,5,2023-03-03,code_mixed,1,2,product
room nicee but smell bad bad. paisa waste,2,2023-12-12,english,0,0,hotel_restaurant
good vibe nice place 👍,4,2025-01-09,english,0,0,hotel_restaurant
"bus ride thik cha but seat dirty and smell weird. paisa waste, time waste feel aayo but driver dai was sahi ho so ok",3,2023-12-22,code_mixed,1,2,transportation
"Hotel Yak & Yeti stay overall smooth thyo, room clean and breakfast tasty",5,2025-02-06,code_mixed,0,0,hotel_restaurant
sala yo phone le 1 month ma band vayo.. ONE MONtH.. and shop is not giving refund.. PAISA WASTE PAISA WASTE.. lastai bijog cha Nepal ma yo stuff kinnu.. never buy again,1,2023-02-22,code_mixed,1,4,product
this watch stopped after 3 days. 3 DAYS. and then i asked for exchange and then they said no exchange only repair. repair on 3 day old watch?? baal shop. jhur product. sala paisa waste garayo,1,2024-01-15,code_mixed,1,2,product
yo phone cover lagayo ani 3 din ma nai peeling suru bhayo. quality ramro chaina bro. paisa waste. very bad product,1,2024-04-05,code_mixed,1,2,product
food thik thyo. price bit high for the amount you get but chalcha. vibe was nice tho,3,2024-05-09,code_mixed,1,1,food
taxi clean and no smell. sahi ho ride,5,2025-01-20,code_mixed,1,1,transportation
the bus was so late and crowded. no space to sit. had to stand for 2 hours. not worth the ticket price at all,1,2024-05-19,english,0,0,transportation
"I went there with sathi and food was ramro dherai ramro. staff was chill and thik cha vibe. not bad at all, paisa vasool feel ayo. will go again lol",5,2023-03-14,code_mixed,1,3,food
ramailo thyo yaar visit garera aau,5,2022-11-09,romanized_nepali,1,1,hotel_restaurant
nice place good food good vibe 🔥 will come again,5,2024-09-30,english,0,0,hotel_restaurant
"ok food, ok service, tbh nothing special but nothing bad either, just average",3,2022-12-09,english,0,0,food
lastai khattam product,1,2025-02-11,romanized_nepali,1,2,product
yar product packaging lastai kharab thyo. andar product thik thyo but still,3,2024-01-28,code_mixed,0,0,product
room had cockroach bro. i screamed. showed hotel staff. they just said sorry and sprayed something. i couldn't sleep whole night thinking about it. bijog hotel. never again,1,2023-06-23,code_mixed,1,1,hotel_restaurant
room expensivee but dirtyy dirtyy. not worth stay,1,2023-06-30,english,0,0,hotel_restaurant
"lastai dami trip thiyo, ramailo ramailo journey sahi ho",5,2023-04-04,romanized_nepali,1,3,transportation
bus seat was broken yar. leg space thiyena. 6 hour trip on broken seat. my back was dead by end. paisa waste bro. baal comfort,1,2023-11-03,code_mixed,1,2,transportation
my experience at this bank was so bad bro. waited 1.5 hours in queue. then teller said system is down. HAD TO COME BACK NEXT DAY. next day same queue. same wait. finally got work done but took 3 trips. time waste paisa waste. and staff were not friendly at all. bijog service. government banks are all like this.,1,2022-07-25,code_mixed,1,3,services
delivery agent ley phone nai uthayena. order 2 ghanta late aayo ani tato thiyena khana. lastai baal service 🤮,1,2024-05-06,code_mixed,1,3,food
bus clean clean and seat soft soft but smell weird weird lol,4,2022-10-10,english,0,0,transportation
very bad very bad experience. sala staff attitude dherai nai thyo,1,2023-08-03,code_mixed,1,2,hotel_restaurant
service thik thyo. not bad. chalcha,3,2022-07-19,romanized_nepali,1,1,services
"ride delay and delay again. paisa waste, time waste",2,2023-02-02,english,1,1,transportation
room small but clean and clean again. ramro dherai ramro for couple stay 💖,4,2024-01-01,code_mixed,1,2,hotel_restaurant
